Steps,Policy/Entropy,Environment/Episode Length,TicTacToeWinner/Draw,TicTacToeWinner/X-Won,TicTacToeWinner/O-Won,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
4153000,0.17616187,3.2453222453222454,0.6370370370370371,0.21481481481481482,0.14814814814814814,4293.180073489138,0.36711857,0.3824152542372881,0.3824152542372881,0.006222787,0.11623566,0.00029999999,0.29999998,0.0049999994,1.0
4154000,0.18687205,3.3026315789473686,0.5590551181102362,0.23622047244094488,0.2047244094488189,4302.078930188803,0.3632992,0.36745689655172414,0.36745689655172414,0.0027417364,0.13270313,0.00029999999,0.29999998,0.0049999994,1.0
4155000,0.19099239,3.321814254859611,0.609375,0.2421875,0.1484375,4301.23668409913,0.34864485,0.3521739130434783,0.3521739130434783,0.004983601,0.11582709,0.00029999999,0.29999998,0.0049999994,1.0
4156000,0.19166465,3.2914893617021277,0.6141732283464567,0.2440944881889764,0.14173228346456693,4309.683278299446,0.37548777,0.37872340425531914,0.37872340425531914,0.0034467094,0.10783148,0.00029999999,0.29999998,0.0049999994,1.0
4157000,0.19940615,3.3004115226337447,0.635036496350365,0.20437956204379562,0.16058394160583941,4319.6187299837975,0.363335,0.3728448275862069,0.3728448275862069,0.0069293417,0.10852856,0.00029999999,0.29999998,0.0049999994,1.0
4158000,0.18359864,3.3211845102505695,0.6062992125984252,0.23622047244094488,0.15748031496062992,4320.864545230811,0.35757333,0.36745689655172414,0.36745689655172414,0.013735488,0.111959405,0.00029999999,0.29999998,0.0049999994,1.0
4159000,0.23203877,3.2698072805139184,0.625,0.25,0.125,4320.864545230812,0.37078533,0.36752136752136755,0.36752136752136755,0.0067206575,0.12869328,0.00029999999,0.29999998,0.0049999994,1.0
4160000,0.24431093,3.2896995708154506,0.6716417910447762,0.208955223880597,0.11940298507462686,4320.864545230811,0.37179554,0.3814102564102564,0.3814102564102564,0.029939331,0.12664191,0.00029999999,0.29999998,0.0049999994,1.0
4161000,0.22249827,3.326839826839827,0.6129032258064516,0.21774193548387097,0.1693548387096774,4320.864545230811,0.35970005,0.3593073593073593,0.3593073593073593,0.013975857,0.114900455,0.00029999999,0.29999998,0.0049999994,1.0
4162000,0.22886376,3.300639658848614,0.5952380952380952,0.2619047619047619,0.14285714285714285,4320.360554692558,0.3568664,0.36802575107296137,0.36802575107296137,0.0030316792,0.11573321,0.00029999999,0.29999998,0.0049999994,1.0
4163000,0.22872001,3.2393162393162394,0.6433566433566433,0.21678321678321677,0.13986013986013987,4316.772091683251,0.35212588,0.34282700421940926,0.34282700421940926,0.011020241,0.11949294,0.00029999999,0.29999998,0.0049999994,1.0
4164000,0.25963807,3.303225806451613,0.6776315789473685,0.19736842105263158,0.125,4319.893027275515,0.36657736,0.375,0.375,0.019638788,0.13431022,0.00029999999,0.29999998,0.0049999994,1.0
4165000,0.26023144,3.298507462686567,0.697986577181208,0.20134228187919462,0.10067114093959731,4332.4853310349445,0.35282362,0.3620689655172414,0.3620689655172414,0.009540082,0.13203196,0.00029999999,0.29999998,0.0049999994,1.0
4166000,0.23292741,3.3051948051948052,0.7103448275862069,0.22758620689655173,0.06206896551724138,4340.407662034777,0.36636248,0.3723175965665236,0.3723175965665236,0.004197133,0.12050544,0.00029999999,0.29999998,0.0049999994,1.0
4167000,0.2218578,3.3038793103448274,0.7103448275862069,0.18620689655172415,0.10344827586206896,4333.593544338139,0.35388038,0.35344827586206895,0.35344827586206895,0.013205508,0.12126136,0.00029999999,0.29999998,0.0049999994,1.0
4168000,0.21553396,3.32829373650108,0.6805555555555556,0.2152777777777778,0.10416666666666667,4328.163972603923,0.36516806,0.38913043478260867,0.38913043478260867,0.034966543,0.14370665,0.00029999999,0.29999998,0.0049999994,1.0
4169000,0.14722624,3.2982832618025753,0.6595744680851063,0.2624113475177305,0.07801418439716312,4334.387372890797,0.44327393,0.4267241379310345,0.4267241379310345,0.064996995,0.14442235,0.00029999999,0.29999998,0.0049999994,1.0
4170000,0.13448769,3.3290598290598292,0.7378048780487805,0.17682926829268292,0.08536585365853659,4341.91671593115,0.36944398,0.35237068965517243,0.35237068965517243,0.030859083,0.12291731,0.00029999999,0.29999998,0.0049999994,1.0
4171000,0.14229101,3.32016632016632,0.7426900584795322,0.19883040935672514,0.05847953216374269,4345.450950359964,0.35191464,0.36961206896551724,0.36961206896551724,0.0056840256,0.12722123,0.00029999999,0.29999998,0.0049999994,1.0
4172000,0.18198512,3.2851153039832286,0.7298850574712644,0.16091954022988506,0.10919540229885058,4345.857816409662,0.35664263,0.35085836909871243,0.35085836909871243,0.020252239,0.1079607,0.00029999999,0.29999998,0.0049999994,1.0
4173000,0.19128506,3.2379862700228834,0.7133333333333334,0.22,0.06666666666666667,4345.961350623152,0.36436966,0.3792372881355932,0.3792372881355932,0.03197033,0.1297978,0.00029999999,0.29999998,0.0049999994,1.0
4174000,0.18056366,3.308855291576674,0.7325581395348837,0.1569767441860465,0.11046511627906977,4343.311802878403,0.36913213,0.3760775862068966,0.3760775862068966,0.0038955496,0.122541465,0.00029999999,0.29999998,0.0049999994,1.0
